0,1,2,3,4,5,6,7,8,9,10,11
18,19,18,18,3,22,534,0,3,2,0,0
39,11449,39,39,2,22,534,0,2,1,0,0
1207569633,11449,39,12518,3,22,534,0,3,1,0,0
49,40,17,32,3,22,534,0,3,2,0,0
220,8711,220,220,2,22,534,0,2,1,0,0
19,23,19,19,2,22,534,0,2,1,0,0
1207580973,23,19,2185,4,22,534,0,4,2,0,0
28,6362,28,28,2,22,534,0,2,1,0,0
40,6494,40,40,2,22,534,0,2,1,0,0
1207597091,6494,40,3215,3,22,534,0,3,1,0,0
22,34,22,22,2,22,534,0,2,1,0,0
1207618303,8003,22,1346,4,22,534,0,4,2,0,0
329,2612,329,329,2,22,534,0,2,1,0,0
427,8204,427,427,2,22,534,0,2,1,0,0
6801,30,30,6801,5,22,534,0,5,2,0,0
0,22,9515,9515,2,22,534,0,2,1,0,0
22,29,22,22,2,22,534,0,2,1,0,0
24,877,24,24,2,22,534,0,2,1,0,0
24,29,24,24,2,22,534,0,2,1,0,0
44,3866,44,44,2,22,534,0,2,1,0,0
24,411,24,24,2,22,534,0,2,1,0,0
18,52,18,18,2,22,534,0,2,1,0,0
35,2544,35,35,2,22,534,0,2,1,0,0
18,20,18,18,2,22,534,0,2,1,0,0
1207741121,20,18,6181,4,22,534,0,4,2,0,0
20,19,20,20,2,22,534,0,2,1,0,0
78,4110,78,7724,3,22,534,0,3,2,0,0
1207757127,3805,75,117,3,22,534,0,3,1,0,0
37,4252,37,37,2,22,534,0,2,1,0,0
22,83,22,22,2,22,534,0,2,1,0,0
70,5228,70,70,2,22,534,0,2,1,0,0
42,2831,42,3947,3,22,534,0,3,2,0,0
18,19,18,18,2,22,534,0,2,1,0,0
116,135,116,116,2,22,534,0,2,1,0,0
30,3826,30,30,2,22,534,0,2,1,0,0
1207833216,7997,17,193,4,22,534,0,4,2,0,0
35,7768,35,35,2,22,534,0,2,1,0,0
57,3884,22,53,4,22,534,0,4,2,0,0
27,1399,27,27,2,22,534,0,2,1,0,0
23,221,23,23,2,22,534,0,2,1,0,0
1207872977,34,19,19,2,52,52,0,2,0,0,0
71,4309,71,71,2,22,534,0,2,1,0,0
1207885066,35,22,4144,11,22,534,0,11,5,0,0
1207885066,35,22,9091,12,22,534,0,12,6,0,0
1207909007,570,20,3835,6,22,534,0,6,2,0,0
17,32,17,17,2,22,534,0,2,1,0,0
1207924846,3724,2074,3975,3,22,534,0,3,1,0,0
21,2088,21,21,2,22,534,0,2,1,0,0
22,33,22,22,2,22,534,0,2,1,0,0
1207953064,12170,17,8143,4,22,534,0,4,1,0,0
1207969309,30,34,8038,4,22,534,0,4,2,0,0
3749,30,31,8038,5,22,534,0,5,2,0,0
7897,30,25,8038,8,22,534,0,8,3,0,0
258972080014760,145822800942433,70093866270738,189716758528,12288,0,1954,0,0,112,0,0
1208013005,32,25,7748,4,22,534,0,4,2,0,0
36,7626,36,3606,3,22,534,0,3,1,0,0
1208032802,18,3816,3816,2,52,52,0,2,0,0,0
0,4048,8165,8165,2,52,52,0,2,0,0,0
1208053107,23,53,53,2,22,534,0,2,1,0,0
33,3961,33,33,2,22,534,0,2,1,0,0
1208061278,3961,25,3815,5,22,534,0,5,3,0,0
0,26,7589,7589,2,22,534,0,2,1,0,0
