0,1,2,3,4,5,6,7,8,9,10,11
23176618,0,88,23039627,5,40,459,0,5,2,0,1
0,21835774,20000000,0,1,40,40,0,1,0,0,0
0,43695423,20000000,0,1,40,40,0,1,0,0,0
2810595762,392798356,36,2802050336,18,40,1400,0,17,8,1,1
300164011,140881,175,300045327,4,52,60,0,3,0,0,1
123111,300183509,123111,123111,2,52,60,0,2,0,0,1
122115,1537,143,121558,4,52,60,0,3,0,0,1
6277342605,1537,101,121558,7,52,60,0,5,0,0,2
6277341691,300183509,712,123111,5,52,60,0,5,0,0,3
300502205,0,149,277164441,7,40,186,0,6,1,0,1
0,117178,20000000,0,1,52,52,0,1,0,0,0
0,355393,20000000,0,1,40,40,0,1,0,0,0
0,361225,20000000,0,1,40,40,0,1,0,0,0
0,721897,20000000,0,1,40,40,0,1,0,0,0
0,1441243,20000000,0,1,40,40,0,1,0,0,0
0,2890221,20000000,0,1,40,40,0,1,0,0,0
601094481,110006,708,600961250,5,40,411,0,5,1,0,1
235197,600964431,285,120789,4,40,197,0,3,1,0,1
0,5773306,20000000,0,1,40,40,0,1,0,0,0
0,11550327,20000000,0,1,40,40,0,1,0,0,0
23164043,0,1293,23038295,5,40,459,0,5,2,0,1
0,23092933,20000000,0,1,40,40,0,1,0,0,0
0,46154344,20000000,0,1,40,40,0,1,0,0,0
2509840924,392048422,42,2501273410,17,40,1400,0,16,8,1,1
300317649,1211,277,300079948,5,52,60,0,4,0,0,1
123013,300198446,123013,123013,2,52,60,0,2,0,0,1
124888,15437,1448,106831,4,52,60,0,3,0,0,1
126351,16862,126351,126351,2,52,60,0,2,0,0,1
126064,3001,60,125859,4,52,60,0,3,0,0,1
300571367,0,94,277247201,7,40,186,0,6,1,0,1
124511,2090,124511,124511,2,52,60,0,2,0,0,1
0,370009,20000000,0,1,40,40,0,1,0,0,0
0,359034,20000000,0,1,40,40,0,1,0,0,0
0,699288,20000000,0,1,40,40,0,1,0,0,0
0,1401254,20000000,0,1,40,40,0,1,0,0,0
0,2810963,20000000,0,1,40,40,0,1,0,0,0
